57,600547,山东黄金,0.25,0.45,4.92,87573.09,1.59,8.7088,54787.8773,24.746,157.0411,2.2924,15.4966,23.2309,8.1207,44.3312,7.3403,-21.4779,36.1561,6.7187,-26.2295,32.4416,0.4622,0.2268,15.0169,283.057,52.0114,47.9886,0.0534,0.0651,3.1237,0.1357,20.548000000000002,0
58,600566,济川药业,0.06,2.08,34.74,168786.33,23.41,84.7936,7208.2058,8.8464,3.9475,91.197,3.9106,92.0575,1.7861,201.5565,27.7596,37.9032,23.9904,17.0322,37.7483,23.9904,2.6129,2.4221,95.1489,44948.7999,69.9961,30.0039,0.2371,0.2192,1.0126,0.7306,102.4787,0
59,600570,恒生电子,0.42,1.04,19.83,64537.04,19.77,97.1051,3262.8792,5.2814,18.0685,19.9242,3.1139,115.6106,1.1012,326.9161,22.383000000000003,56.5588,3.9142,6.2233,36.8421,3.5308,1.0803,1.0746,20.8428,36346.2426,54.9262,45.0738,0.2872,0.1507,1.3814,0.3344,34.4771,0
60,600583,海油工程,0.12,0.02,0.35,7977.8,0.72,9.2688,11052.1212,2.4997,3.1545,114.1227,4.3664,82.4478,0.8487,424.1782,7.7989,-83.6941,-0.9682,6.1743,-81.8182,-0.9696,2.0706,1.6391,28.9415,-80.4055,75.9703,24.0297,0.0341,0.0125,4.7152,0.052000000000000005,5.6048,0
61,600585,海螺水泥,0.71,5.63,29.66,2981428.48,23.21,36.738,128402.6257,24.23,112.027,3.2135,15.1437,23.7723,2.1762,165.426,70.4969,86.4782,26.5906,22.4367,88.2943,26.0414,2.7552,2.5249,143.8481,-8258.9881,77.8468,22.1532,0.2808,0.2411,1.177,1.0884,137.8825,0
62,600588,用友网络,0.3,0.32,10.27,61213.04,7.94,69.95100000000001,7703.495,4.0208,5.3402,67.4132,86.3659,4.1683,0.9864,364.9635,21.4362,44.6704,13.5133,8.4575,18.5185,12.3356,1.135,1.1320000000000001,75.2683,966.9903,50.2727,49.7273,0.2652,0.1342,2.5212,0.2699,27.7983,0
63,600606,绿地控股,0.18,0.93,17.14,1137478.47,3.26,15.3527,348426.4575,28.6342,6.9222,52.0066,0.5313,677.5833,0.4122,873.3624,20.0749,18.0604,16.5583,22.1574,25.6757,12.1144,1.2412,0.4443,11.9033,701.9168,10.5085,89.4915,0.121,0.0407,2.6319,0.0455,5.6439,0
64,600655,豫园股份,0.09,0.86,12.2,302073.69,8.94,25.7207,33777.1967,8.703,47.8176,7.5286,1.4811,243.0626,1.0366,347.2892,97.3976,420.3134,182.4057,253.5215,75.5647,158.9094,1.6067,0.7534,54.8837,1318.3584,37.7391,62.2609,0.2243,0.0889,2.2141,0.1428,20.9904,0
65,600663,陆家嘴,0.08,1.0,22.03,335024.77,26.5,53.9746,12638.7696,3.7594,30.7032,11.7252,0.2731,1318.1985,0.3496,1029.7483,35.5423,11.689,12.7992,-3.7786,7.0462,12.4015,1.0487,0.4314,11.3309,652.5276,29.1762,70.8238,0.3416,0.0553,1.0517,0.078,12.625,0
66,600690,海尔智家,0.51,1.21,21.0,744022.89,4.05,29.0003,183316.5602,28.7852,16.0247,22.4653,5.9322,60.6857,2.0079,179.2918,15.1092,7.9428,17.9257,10.0595,6.5141,22.3086,1.1771,0.8976,46.7727,1338.2529,33.0716,66.9284,0.1033,0.1136,1.9379,0.1697,23.6437,0
67,600705,中航资本,0.18,0.35,12.9,316596.48,42.5,45.0971,7448.6837,0.8298,20.9229,17.206,274.2975,1.3124,0.0483,7453.4161,30.5178,12.6377,47.8907,28.0903,12.9032,19.1117,0.9364,0.9363,80.7669,714.9419,13.8111,86.1889,-5.232,-0.1298,-9.8936,-0.1506,-22.3201,0
68,600741,华域汽车,0.31,2.55,18.52,802717.69,5.1,13.798,157170.235,49.8522,6.4493,55.82,12.687999999999999,28.3733,1.9688,182.8525,11.8751,14.3979,9.3993,8.3602,22.4627,9.8851,1.1884,1.0207,44.7,-9939.1827,40.8625,59.1375,0.0597,0.0701,0.8976,0.1186,13.7726,0
69,600760,中航沈飞,0.09,0.53,9.89,74323.94,3.68,9.0906,20150.8646,14.3894,9.7548,36.9049,2.0711,173.8207,0.9564,376.4115,3.554,5.9627,12.2703,7.7686,3.9216,10.2334,1.1398,0.6332,48.3046,-884.0103,28.8464,71.1536,0.0117,0.0083,0.3155,0.0116,1.2196,0
70,600795,国电电力,0.19,0.06,2.48,136926.39,2.09,18.608,65489.652,3.3327,11.0042,32.7148,21.7549,16.548,3.5714,100.8008,9.4537,-34.5636,-1.8945,-0.5904,-41.9048,-1.4022,0.2546,0.2181,5.9701,140.2337,26.1576,73.8424,0.3537,0.085,12.8051,0.1151,31.6631,0
73,600848,上海临港,0.07,0.39,6.55,43531.07,22.56,56.5885,1929.4216,1.7228,5.3964,66.7111,0.1251,2877.6978,0.1951,1845.2076,-6.8954,4.0539,7.6415,18.2765,5.4054,4.6234,2.7299,0.9467,65.9526,497.2501,51.8671,48.1329,-0.7768,-0.0966,-3.5043,-0.2007,-40.78,0
74,600867,通化东宝,0.13,0.41,17.63,83860.55,31.14,72.3338,2692.9275,1.3239,4.8885,73.6422,0.7947,453.0011,1.1934,301.6591,5.7989999999999995,-0.1397,4.3383,14.9517,-16.3265,4.3385,3.2879,1.9847,51.4871,9557.742,86.6554,13.3446,0.3256,0.1605,1.0453,1.2028,126.8344,-1
75,600886,国投电力,0.21,0.63,12.44,436409.84,10.64,40.4062,41011.3727,6.0435,9.3365,38.5583,18.1047,19.8843,2.7661,130.1471,29.5971,27.7058,15.6085,5.962999999999999,31.3458,23.3555,0.4941,0.451,21.6118,291.8551,31.799,68.20100000000001,0.4686,0.0871,2.2943,0.1277,54.6476,0
76,600887,伊利股份,1.39,1.06,24.33,643974.96,8.15,37.8219,78976.3887,12.9935,83.6984,4.3012,9.6789,37.1943,2.9088,123.7624,16.9199,7.4828,11.0833,-3.4364,7.0707,11.2025,1.2757,0.9884,57.645,-12472.566,58.8941,41.1059,0.1092,0.1812,1.3368,0.4407,44.9892,0
77,600900,长江电力,1.12,1.03,16.31,2261093.64,44.14,62.8907,51213.9657,2.3279,17.5415,20.5228,79.8161,4.5104,5.2068,69.1404,2.128,1.6563,5.2876,-1.3030000000000002,1.5713,5.2568,0.1669,0.1631,9.3914,561.3488,48.2863,51.7137,0.7759,0.1345,1.7549,0.26,69.9254,0
81,600968,海油发展,0.04,0.13,8.03,106590.35,3.67,12.3397,28974.7468,3.4909,3.4005,105.8668,43.215,8.3304,2.6101,137.9257,22.2374,-9.2736,5.4649,3.5773,-9.4499,6.132999999999999,1.0245,0.9762,8.8919,716.3043,50.1774,49.8226,0.0554,0.0578,1.4293,0.11599999999999999,14.197000000000001,0
82,600989,宝丰能源,0.05,0.56,30.31,369551.56,28.31,46.8971,13052.2903,2.2503,607.7201,0.5924,14.4178,24.9691,4.9534,72.6774,6.1098,26.41,19.357,7.1891,27.2727,19.357,0.3042,0.2364,19.1754,905.4538,50.9989,49.0011,0.2502,0.1217,0.8836,0.2484,43.6503,0
83,600998,九州通,0.07,0.73,7.19,134057.88,1.53,8.6326,87136.3586,46.4067,5.0047,71.9324,6.1069,58.9497,1.7335,207.6723,17.8428,-6.2084,4.3221,28.1006,-16.092,0.9107,1.2889,0.9751,28.707,311.0735,30.5695,69.4305,0.013999999999999999,0.0183,0.8846,0.0264,2.7606,0
84,601006,大秦铁路,0.34,0.98,14.0,1454415.54,18.56,24.8164,78344.6485,5.2697,13.5105,26.6459,38.3045,9.3984,2.9546,121.8439,40.8152,23.2716,13.4308,14.302999999999999,8.8889,7.1361,1.6707,1.5862,100.9153,7598.0694,78.4272,21.5728,0.2283,0.1226,1.1078,0.5681,97.7048,0
87,601021,春秋航空,0.11,1.67,12.49,150284.0,11.45,9.6815,13114.0413,14.3026,126.0604,2.8558,109.2549,3.295,1.6637,216.3852,19.5382,19.1235,57.4295,28.9916,5.6962,57.4295,1.3179,1.3001,70.5406,2491.9786,50.1392,49.8608,0.2208,0.109,1.9269,0.2185,41.7485,0
90,601088,中国神华,0.42,2.21,13.94,4386700.0,16.6,41.1203,264101.0,13.2783,24.2217,14.8627,14.389000000000001,25.0191,1.4434,249.4111,6.172999999999999,-0.0167,7.9607,3.5468,-2.6060000000000003,8.7155,1.8909,1.8101,58.522,1814.8556,68.8732,31.1268,0.3341,0.1503,1.633,0.4828,71.5248,0
91,601117,中国化学,0.13,0.39,6.31,193177.39,2.37,11.636,81445.4771,16.5103,4.8525,74.1886,4.8816,73.7463,1.1091,324.5875,39.0533,30.3173,14.595999999999998,10.9067,21.875,15.8697,1.3869999999999998,1.14,51.1238,4419.4537,36.0931,63.9069,0.0603,0.0506,2.3601,0.0792,8.9209,0
92,601155,新城控股,0.23,4.69,41.91,1049128.63,19.38,36.6873,54133.310999999994,23.9875,378.825,0.9503,0.3088,1165.8031,0.2667,1349.8313,33.5778,95.0176,96.1255,79.9839,73.0627,47.8566,1.1718,0.5262,20.1375,1973.2631,15.4266,84.5734,0.0705,0.0116,0.3126,0.0137,1.6927,0
95,601212,白银有色,0.04,0.0,0.26,2590.07,0.04,5.2327,61946.5743,8.8838,116.258,3.0966,5.5139,65.2895,2.8560000000000003,126.0504,9.38,-40.3142,-7.4508,-2.7373,-88.5714,-6.8262,0.8915,0.4766,17.3433,139.3274,28.0089,71.9911,0.0489,0.0663,13.4186,0.0921,12.5168,0
96,601225,陕西煤业,0.25,1.1,22.91,1099282.98,19.21,48.6908,57223.725999999995,5.7223,13.0496,27.5871,30.6694,11.7381,1.9626,183.4301,12.3642,1.294,13.3496,14.3467,5.7692,14.5622,1.0985,1.0611,45.7323,32324.7881,55.081,44.919,0.3453,0.1639,1.2404,0.3649,68.8941,0
97,601238,广汽集团,0.08,1.07,14.97,1090264.54,15.24,18.561,71514.5189,6.9889,40.4912,8.8908,11.5598,31.1424,1.0944,328.9474,0.521,1.1466,10.6608,10.4658,-35.1515,10.3497,1.6349,1.4687,106.2921,-7768.3466,58.9773,41.0227,-0.0177,-0.0096,-0.1158,-0.0234,-3.1312,0
101,601390,中国中铁,0.34,0.72,10.81,1719813.8,2.33,9.8999,737713.8509999999,32.2931,5.5948,64.3455,3.2606,110.4091,1.1248,320.0569,6.9236,22.7601,30.8888,11.6804,7.3244,23.4275,1.0469,0.7815,25.0222,426.6259,23.5653,76.4347,0.0162,0.0127,0.6859999999999999,0.0166,1.9217,0
104,601600,中国铝业,0.16,0.04,1.89,87023.0,0.48,8.8385,180240.15399999998,12.0935,37.8733,9.5054,8.0531,44.7033,2.833,127.0738,0.0885,-31.9855,3.2899,0.3645,-51.1111,32.7684,0.7879,0.5142,28.4901,154.1953,33.687,66.313,0.0732,0.0656,8.2008,0.099,17.6398,0
105,601607,上海医药,0.16,1.37,10.34,388106.29,2.43,14.183,159084.3969,55.9744,4.3271,83.1966,6.4558,55.7638,1.965,183.2061,21.5803,9.8202,17.0316,34.4852,4.7659,14.6418,1.3576,0.9934,27.5164,534.2602,36.5964,63.4036,0.0197,0.0247,0.7035,0.039,4.5628,0
106,601633,长城汽车,0.08,0.57,10.27,520731.4,5.32,16.686,97799.8592,10.7151,46.3873,7.7607,16.2639,22.1349,1.4444,249.2384,-2.6786,4.0499,6.9646,1.1338,3.7273,6.9,1.2107,1.1293,36.8424,-1211.4795,47.1274,52.8726,0.2014,0.1762,3.7537,0.3332,36.0644,0
107,601668,中国建筑,0.85,0.87,15.97,3824132.4,3.18,11.8913,1199324.525,28.5654,7.8576,45.8155,1.805,199.446,0.9586,375.5477,13.7764,18.6524,25.6153,20.0426,-18.6916,13.5995,1.277,0.6817,34.786,568.0979,23.0559,76.9441,0.0086,0.0055,0.1863,0.0072,0.9668,0
108,601669,中国电建,0.23,0.48,9.73,769514.31,2.61,14.7737,294677.9445,19.2612,6.678,53.9084,1.9891,180.9864,0.9352,384.9444,10.7435,23.1958,20.2992,23.8405,1.1278,9.2795,0.9626,0.5828,28.2154,298.0417,20.0309,79.9691,0.0651,0.0269,1.9331,0.0336,5.4256,0
109,601698,中国卫通,0.04,0.12,4.39,41825.87,15.52,43.95,2693.9855,0.7483,8.2571,43.5988,137.7433,2.6136,0.8921,403.5422,2.7911,3.2787,6.9146,2.4177,7.6923,5.1545,1.2622,1.2582,106.3559,-895.2893,78.9539,21.0461,0.7849,0.1233,2.8363,0.5859,85.6528,0
110,601727,上海电气,0.13,0.2,5.33,301652.5,2.98,20.7615,101157.525,6.8696,4.3279,83.1812,2.569,140.1323,0.6833,526.855,27.1721,9.4365,4.1218,9.6195,8.1266,3.1567,1.2684,1.0349,39.0119,656.0397,33.6976,66.3024,0.0094,0.0043,0.1733,0.0066,0.7936,0
112,601800,中国交建,0.15,1.15,11.18,1968041.58,4.0,13.4865,490872.1283,30.348000000000003,6.4802,55.5538,4.7992,75.0125,1.0545,341.394,1.671,-4.8081,16.3835,12.9659,-4.9587,8.7753,1.0034,0.9057,41.0544,491.1812,24.9545,75.0455,0.0185,0.0095,0.4483,0.0126,1.8959,0
113,601808,中海油服,0.07,0.01,0.21,7080.23,0.32,10.946,21945.8776,4.5992,3.0836,116.7467,15.46,23.2859,1.0565,340.7478,25.8623,24.5204,-0.0011,1.1234,114.4928,-0.0723,1.2762,1.1951,19.8427,214.6075,46.4303,53.5697,0.1901,0.0559,47.0539,0.1043,24.5274,0
114,601828,美凯龙,0.04,1.2,10.63,447741.12,31.44,66.1954,14239.7925,4.0112,9.9741,36.0935,25.9049,13.897,0.9404,382.8158,29.9309,9.9914,3.1045,14.2722,6.1947,3.1842,0.6209,0.611,34.9318,492.6109,40.8583,59.1417,0.4114,0.0528,1.2449,0.0893,23.1412,0
117,601877,正泰电器,0.21,1.68,17.16,359155.96,13.09,29.668000000000003,27420.8327,12.7455,4.0098,89.78,4.8646,74.00399999999999,1.2185,295.4452,17.1002,25.5562,8.1555,7.7616,25.3731,8.3177,1.4011,1.1288,35.4288,1189.8768,46.7567,53.2433,0.1058,0.0609,0.7709,0.1145,16.9538,0
121,601888,中国国旅,0.59,1.59,20.56,309474.82,6.58,41.4595,47007.3212,24.0757,48.8376,7.3714,6.0077,59.9231,2.5638,140.4166,66.2076,34.0976,23.8023,28.2589,22.2805,15.6928,2.5121,1.7496,144.856,-76321.8915,69.2219,30.7781,0.0579,0.1014,0.6918,0.3294,34.9301,0
122,601898,中煤能源,0.06,0.26,3.78,343457.8,3.29,28.6403,104140.06599999999,7.8544,18.2728,19.7014,9.4668,38.0276,1.9966,180.3065,28.3727,40.0694,4.3337,6.3573,44.4444,3.5164,0.8023,0.6829,34.527,340.7072,41.8207,58.1793,0.196,0.0771,3.2781,0.1326,29.5401,0
123,601899,紫金矿业,0.44,0.18,11.7,409377.36,3.86,12.5883,105994.2461,4.6021,92.0594,3.9105,7.7991,46.1592,3.5855,100.4044,12.1055,44.1911,25.5849,26.383000000000003,12.5,15.5879,0.818,0.4776,27.9319,588.7561,41.8799,58.1201,0.0965,0.0907,2.1853,0.156,27.491,0
126,601919,中远海控,0.14,0.12,5.52,123002.64,1.01,8.462,120829.5288,11.8271,16.2029,22.2182,34.3967,10.4661,2.4227,148.5945,33.5665,-37.3513,28.9228,71.292,-53.8462,10.7257,0.6793,0.6331,38.2916,229.5902,24.7006,75.2994,0.0673,0.0356,2.6867,0.0473,9.1584,0
132,603019,中科曙光,0.2,0.67,12.49,43060.46,4.75,18.3049,9056.8795,14.0848,3.9535,91.0586,4.0938,87.9379,1.1916,302.1148,43.8919,43.1266,17.9215,30.5315,39.5833,21.3476,1.5567,1.1109,38.6319,482.8473,30.7624,69.2376,0.0697,0.0479,1.3497,0.0692,12.0783,0
133,603156,养元饮品,0.09,3.59,25.67,267752.68,32.87,49.9645,8144.2439,10.8118,294.8336,1.2209999999999999,4.9593,72.5909,0.7288,493.9627,5.2148,15.9163,60.9753,36.6635,-23.0949,60.9753,3.8913,3.6685,114.1953,-3228.3489,77.2299,22.7701,0.2534,0.1349,0.7707,0.5926,60.7627,0
134,603160,汇顶科技,0.34,1.65,19.72,74249.86,19.95,52.1835,3721.2917,8.149,5.9576,60.427,3.8308,93.9751,0.8645,416.4257,1.0783,-16.2856,17.8357,20.989,-15.3846,17.8357,3.7674,3.4335,48.29600000000001,-59264.6949,76.8438,23.1562,0.3311,0.2305,1.6594,0.9954,101.9917,0
135,603259,药明康德,0.52,2.23,23.98,226052.31,23.51,39.4511,9613.6836,8.2539,5.3535,67.2457,6.9322,51.9316,1.1131,323.4211,23.8038,79.9679,169.5934,80.178,70.229,178.8862,3.1383,2.8852,153.1238,4691.4032,80.1388,19.8612,0.1706,0.0724,0.7029,0.3644,43.6045,0
136,603260,合盛硅业,0.03,4.19,42.19,280517.74,25.32,40.8407,11076.4102,16.5319,30.2574,11.8979,3.7143,96.9227,2.3921,150.4954,59.3719,83.6588,46.893,13.3999,68.9516,46.468,0.8063,0.3944,12.2003,1813.8786,49.9852,50.0148,0.1126,0.0777,0.4374,0.1553,21.2061,0
137,603288,海天味业,0.64,1.62,32.66,436481.3,25.62,46.4671,17034.4751,6.3082,6936.9911,0.0519,8.1259,44.3028,1.2343,291.6633,16.8,23.65,18.0519,23.3091,23.6641,18.0527,2.5711,2.3754,153.8203,-3322.0559,68.9435,31.0565,0.35200000000000004,0.2977,1.3732,0.9585,97.5281,0
138,603501,韦尔股份,0.24,0.32,10.08,13880.44,3.5,23.4108,3963.5094,8.6954,4.6608,77.24,4.138999999999999,86.9775,1.5949,225.7195,64.7401,-6.2579,38.1091,62.8326,-5.8824,38.6341,0.8885,0.5725,15.1552,332.2275,35.7485,64.2515,0.0014,0.0012,0.0467,0.0018,0.1857,0
139,603799,华友钴业,0.23,1.84,22.68,152809.85,10.57,28.4674,14450.763,17.4158,12.757,28.2198,2.0032,179.7125,1.3375,269.1589,49.6988,-19.1431,38.3902,14.6935,-42.5,26.1626,1.2132,0.602,25.8879,397.1863,44.1258,55.8742,0.1261,0.0956,1.1954,0.1711,20.3006,-1
140,603833,欧派家居,0.11,3.77,22.72,157185.83,13.65,38.3752,11509.3865,27.3848,53.9428,6.6737,9.9066,36.3394,2.5408,141.6877,18.5291,20.975,21.441,14.9956,17.4455,21.4411,1.3342,1.1318,78.9827,-5642.6792,67.9911,32.0089,0.1754,0.1815,1.284,0.5670000000000001,63.3055,0
141,603899,晨光文具,0.14,0.88,26.16,80684.73,9.45,25.8295,8534.9886,9.2771,13.3575,26.9512,6.6129999999999995,54.4382,2.4130000000000003,149.1919,34.2591,28.8083,19.9983,29.3787,27.249000000000002,20.3548,1.9449,1.4502,49.655,-11963.8346,61.5881,38.4119,0.09699999999999999,0.1458,1.0249,0.3796,39.2783,0
142,603993,洛阳钼业,0.22,0.22,11.72,463558.4,17.85,37.6793,25962.8628,1.202,13.7371,26.2064,2.6264,137.0698,0.6639,542.2503,7.5176,43.2312,8.035,3.4536,53.5714,7.3163,2.451,2.037,166.7694,1186.9916,49.001999999999995,50.998000000000005,0.3634,0.0932,1.8319,0.1828,59.0443,0
143,000002,万科Ａ,1.25,3.06,23.24,3377265.17,11.34,37.4816,297679.3311,26.9657,197.2095,1.8255,0.276,1304.3478,0.2574,1398.6014,22.5537,32.4225,26.2205,31.1695,20.4724,17.4025,1.1543,0.4856,16.7943,1224.6038,15.4144,84.5856,0.1129,0.022000000000000002,0.6823,0.026000000000000002,2.9965,0
145,000069,华侨城Ａ,0.22,1.29,18.98,1058887.06,21.99,60.3492,48142.3432,5.867999999999999,115.8998,3.1061,0.1437,2505.2192,0.2401,1499.3753,13.7009,21.2037,17.8484,35.272,22.5387,13.5929,1.616,0.511,18.8233,845.2332,26.2308,73.7692,-0.2074,-0.0339,-0.884,-0.046,-6.8857,0
146,000100,TCL集团,0.51,0.26,11.98,346821.1,3.05,18.3085,113360.076,8.3662,7.9704,45.1671,5.6408,63.8207,1.4134,254.705,1.5977,14.6838,12.4277,20.2565,17.8145,2.5122,1.0187,0.7664,33.9966,608.022,31.5784,68.4216,0.0925,0.0544,2.5796,0.0795,13.3019,0
147,000157,中联重科,0.24,0.26,5.25,201985.7,7.03,27.0885,28696.5429,3.675,1.2875,279.6117,2.2698,158.6043,0.4334,830.6414,23.3046,56.7835,1.4157,12.3965,52.9412,1.6577,1.7757,1.5347,47.7027,312.1035,41.4828,58.5172,0.1765,0.0542,2.5882,0.0926,12.779000000000002,0
150,000338,潍柴动力,0.48,1.08,22.73,865752.73,5.43,22.3348,159255.8323,19.9138,11.9168,30.2095,6.1042,58.9758,1.528,235.6021,5.0712,26.6645,10.477,8.2463,27.0588,11.5615,1.2199,0.9866,45.5193,18493.3626,30.3295,69.6705,0.1398,0.1084,1.9149,0.1557,25.1212,0
151,000413,东旭光电,0.1,0.38,6.83,216360.75,7.66,17.7502,28211.7,4.9232,2.5341,142.0623,5.5239,65.1713,0.6135,586.7971,62.7314,17.018,4.2613,7.2289,15.1515,5.1688,1.6708,1.5417,72.8282,478.8363,46.0528,53.9472,0.0138,0.0053,0.1711,0.0099,1.4276,0
152,000415,渤海租赁,0.05,0.37,6.8,227932.4,5.52,36.5997,41290.683,6.6764,18.419,19.545,4685.5982,0.0768,0.7915,454.8326,14.9059,-15.584000000000001,55.5683,-4.8522,-14.2791,12.9603,1.0008,1.0006,25.5424,129.4257,19.2754,80.7246,0.4949,0.0715,7.6699,0.0886,37.1892,0
153,000423,东阿阿胶,0.12,3.19,19.72,208486.61,28.41,65.9902,7338.3162,11.2202,10.4311,34.5122,0.7157,503.0041,0.7191,500.6258,-0.4615,2.0847,14.7647,12.0712,1.9835,14.8081,4.3668,3.0014,86.6184,15702.1187,81.6802,18.3198,0.1375,0.0728,0.4836,0.3971,40.9198,0
154,000425,徐工机械,0.18,0.26,8.28,204573.37,4.6,16.6889,44410.0056,5.6691,2.7295,131.8923,3.7816,95.1978,1.0854,331.675,52.4488,99.8179,26.1256,23.0658,86.4286,25.46,1.6905,1.3130000000000002,41.824,-12021.708,49.5356,50.4644,0.0745,0.054000000000000006,1.6096,0.107,12.2514,0
155,000596,古井贡酒,0.12,3.37,24.03,169523.16,19.51,77.7569,8686.1403,17.248,332.7117,1.082,0.8642,416.5702,1.1456,314.2458,24.6518,46.8838,17.3738,23.2158,47.806999999999995,17.6946,2.0994,1.5397,46.6372,-4493.3785,64.187,35.813,0.1659,0.1152,0.8277,0.3216,33.5028,-1
156,000625,长安汽车,0.14,0.14,1.45,68072.84,1.02,14.6532,66298.2704,13.8045,41.2274,8.7321,11.8084,30.4868,1.2513,287.7008,-17.1398,-89.9651,-2.7606,-11.9069,-90.604,-2.8441,1.0012,0.8873,23.1245,-54.1287,49.3673,50.6327,-0.0586,-0.0416,-5.3742,-0.0821,-9.0071,0
