157,000629,攀钢钒钛,0.08,0.36,52.81,309017.67,20.38,27.5152,15161.4018,1.765,73.6359,4.8889,11.8477,30.3856,3.0421,118.3393,60.6804,243.8484,69.4726,13.2941,258.01,71.9998,1.5818,1.2926,61.4776,2329.7619,64.8246,35.1754,0.1173,0.1499,0.5624,0.4262,49.603,-1
158,000630,铜陵有色,0.1,0.07,4.01,70876.77,0.83,5.3133,84589.1244,8.0358,71.2714,5.0511,7.6846,46.8469,3.4879,103.214,2.6189999999999998,32.2205,4.8901,-1.6893,40.0,3.7473,1.1057,0.6306,27.0737,225.8427,41.4664,58.5336,0.067,0.1206,5.7804,0.20600000000000002,26.5708,0
159,000651,格力电器,2.28,4.36,33.36,2620278.77,13.22,30.2282,198123.1771,32.9341,29.3208,12.277999999999999,7.5579,47.6323,1.0673,337.2997,33.6084,17.1953,38.7222,16.8705,17.2043,39.2287,1.2665,1.1396,71.7115,-3198.1925,36.9037,63.0963,0.136,0.1072,1.0213,0.17,17.0851,0
160,000656,金科股份,0.11,0.72,19.45,388591.85,9.42,28.5716,41233.6764,7.722,26.79,13.4378,0.2197,1638.5981,0.2307,1560.4681,18.632,75.9214,68.8549,46.6019,105.7143,17.2581,1.5502,0.3815,21.6906,10592.0745,16.3705,83.6295,0.0322,0.0058,0.3306,0.0069,0.9657,0
161,000661,长春高新,0.52,5.92,20.85,100649.54,18.72,85.1024,5374.9947,31.5967,8.5657,42.0281,0.436,825.6881,0.9115,394.9534,31.0252,57.6971,21.6463,28.0436,52.1851,19.6393,2.2432,1.6141,64.1231,-5346.963000000001,67.2048,32.7952,0.1645,0.0939,0.6044,0.2864,30.3413,0
162,000671,阳光城,0.09,0.66,16.38,301785.96,5.34,26.0587,56470.0907,13.9429,63.6538,5.6556,0.3108,1158.3012,0.2604,1382.4885,70.2797,75.3028,34.2177,23.5154,29.4118,19.9925,1.5008,0.5943,24.1321,1140.6182,15.5772,84.4228,0.3866,0.0829,5.5886,0.0982,13.9195,0
163,000703,恒逸石化,0.12,0.8,13.41,196205.28,2.3,3.9113,84947.6883,32.3246,65.3045,5.5126,34.8755,10.3224,6.1498,58.5385,32.1447,21.6619,40.4774,79.2257,-20.0,48.7719,0.6944,0.5785,37.8898,451.277,37.3448,62.6552,0.0197,0.0281,0.7464,0.0448,7.0371,-1
164,000709,河钢股份,0.08,0.32,7.18,362631.43,2.99,14.2974,120956.9933,11.390999999999998,36.8632,9.7658,4.5672,78.8229,2.0449,176.0477,10.987,106.0961,23.6939,9.781,88.2353,23.015,0.5133,0.3404,21.8693,222.7616,28.2407,71.7593,0.0825,0.0478,2.2789,0.0667,7.7569,0
165,000723,美锦能源,0.07,0.44,19.43,179720.19,11.86,29.9676,15146.5638,3.702,10.1495,35.4697,6.2253,57.8285,2.481,145.1028,23.7688,68.865,-3.6307,35.2256,69.2308,-7.9110000000000005,0.7766,0.564,13.3326,1490.623,43.3379,56.6621,0.1013,0.0821,0.7419,0.145,16.6135,0
166,000725,京东方A,0.83,0.1,4.0,343512.8,3.53,20.3922,97108.8649,2.7906,5.4872,65.6072,7.3825,48.763999999999996,0.9737,369.7237,3.5269999999999997,-63.3623,15.4127,18.7107,-53.9171,1.2344,1.602,1.4094,82.7304,228.9547,39.5875,60.4125,0.2645,0.0845,8.9185,0.1398,41.273999999999994,0
167,000768,中航飞机,0.17,0.2,3.51,55803.82,1.66,6.103,33468.3208,12.0883,3.2843,109.6124,2.3504,153.1654,0.9291,387.4717,7.6877,7.0726,9.4323,17.5723,18.3793,2.1176,1.4052,0.918,31.1242,-1158.2099,40.3217,59.6783,0.0419,0.0293,2.7638,0.0491,5.0269,0
168,000786,北新建材,0.16,1.46,18.61,246598.02,19.62,35.3154,12564.9107,7.437,142.093,2.5336,6.4039,56.2157,2.2472,160.1994,12.545,5.3408,15.5513,11.1563,11.3654,15.0413,2.4432,1.8904,21.1812,7867.8088,80.6281,19.3719,0.2215,0.1554,1.1217,0.8021,120.2888,0
169,000858,五 粮 液,1.82,3.47,22.8,1338424.67,33.43,73.8028,40030.1896,10.3127,337.9489,1.0652,0.9383,383.6726,0.5662,635.8177,32.6083,39.1899,19.1042,21.3918,36.3422,19.037,3.772,3.2024,236.4327,-1614.8975,75.6374,24.3626,0.3077,0.1431,0.8774,0.5872,59.4817,0
170,000895,双汇发展,0.22,1.49,34.06,491450.12,10.07,21.4154,48767.4034,14.7799,415.5486,0.8663,10.71,33.6134,4.9316,72.9986,-3.3301,12.5456,-9.4917,-3.21,13.7728,-11.2399,1.2005,0.6805,32.1975,11544.9528,62.6422,37.3578,0.1065,0.2325,1.0233,0.6222,63.8903,0
171,000898,鞍钢股份,0.05,1.1,14.82,795200.0,7.56,16.1958,105157.0,14.5348,42.7207,8.4268,7.1161,50.5895,3.7905,94.9743,24.7266,41.6964,4.1261,0.9192,41.8065,3.9801,0.8217,0.4209,6.5777,780.3535,58.2789,41.7211,0.0789,0.0921,1.043,0.2208,25.3275,0
172,000938,紫光股份,0.2,1.17,6.59,170374.86,3.52,21.2361,48305.7859,33.1037,7.6488,47.0662,6.9917,51.4896,2.0533,175.3275,23.6358,11.4929,5.532,14.0547,-22.7002,5.617000000000001,1.6399,1.2767,41.5794,904.6446,62.7872,37.2128,0.1008,0.1003,1.6601,0.2695,30.2996,0
173,000963,华东医药,0.14,1.55,24.87,226722.92,7.39,28.9879,30663.3743,21.0286,5.8307,61.7422,5.9804,60.1966,2.3718,151.7835,10.1738,26.8483,18.3527,20.2053,-15.3005,18.4062,1.7656,1.2418,33.0143,3421.4653,54.2506,45.7494,0.0665,0.1061,0.8515,0.23199999999999998,27.5646,-1
174,002001,新和成,0.23,1.43,20.54,307888.46,35.45,53.3742,8683.3817,4.0412,5.1152,70.3785,2.6987,133.3976,0.773,465.718,39.2659,80.7933,15.8537,20.6353,-8.9172,15.8593,2.3378,2.0213,57.1738,15127.078000000001,73.9234,26.0766,0.4215,0.1669,1.1813,0.6399,80.1385,0
175,002007,华兰生物,0.23,1.23,22.36,113951.29,35.42,64.9788,3216.8987,3.4587,3.8115,94.45100000000001,0.9332,385.7694,0.7613,472.8753,35.8386,50.4969,19.2172,24.4044,38.8329,18.4388,6.6378,4.9672,59.391000000000005,250377.1328,88.904,11.095999999999998,0.4018,0.1991,1.0687,1.7942,179.4161,0
176,002008,大族激光,0.28,1.61,21.33,171862.86,15.58,37.4792,11029.4857,10.3362,2.7007,133.2988,2.6557,135.5575,1.0192,353.2182,-4.59,0.8399,18.019000000000002,34.3335,3.2051,19.2828,1.6022,1.2374,56.6983,-42305.8975,45.3743,54.6257,0.0722,0.042,0.4617,0.077,10.0107,0
177,002010,传化智联,0.07,0.25,6.93,81898.53,4.06,12.0068,20148.0699,6.1845,10.8401,33.21,10.5345,34.1734,1.6312,220.6964,4.854,66.5446,7.7439,24.298000000000002,78.5714,6.3448,1.1477,0.9693,48.7896,388.4691,45.0152,54.9848,0.0231,0.0156,0.518,0.0283,3.9804,-1
178,002024,苏宁易购,0.28,1.44,16.83,1332755.9,5.44,14.9986,244956.573,26.311,62.7746,5.7348,10.203,35.2837,2.2312,161.3482,30.3461,212.1973,5.4804,26.8257,220.0,2.4807,1.4061,1.1684,51.2735,1229.5287,44.2232,55.7768,-0.0566,-0.0696,-1.0974,-0.1247,-14.8079,0
179,002027,分众传媒,0.45,0.4,46.92,582297.48,40.01,66.2127,14551.2851,0.9913,3.7295,96.5277,992.4498,0.3627,1.2545,286.9669,21.1239,-3.0329,36.3719,22.2886,-18.3673,36.9105,3.4118,3.4109,104.0916,-7312.2144,75.6932,24.3068,0.26,0.1989,0.6531,0.8182,107.2456,-1
180,002044,美年健康,0.29,0.26,13.54,82064.83,9.7,47.5608,8458.4502,2.7096,5.011,71.8419,42.3175,8.5071,1.6272,221.2389,35.7032,40.1051,5.6903,31.0518,8.3333,1.0718,0.8726,0.8536,42.9111,622.2418,44.6094,55.3906,0.1819,0.0941,1.5816,0.1698,23.1231,0
181,002050,三花智控,0.21,0.61,15.65,129234.98,11.92,28.5861,10835.9907,5.0857,6.2322,57.7645,3.9853,90.33200000000001,1.1733,306.8269,13.0959,4.8307,9.7767,12.8297,1.6667,9.3897,2.0211,1.5983,28.1442,-2848.1654,62.4459,37.5541,0.1188,0.0924,0.9819,0.2461,26.8649,0
182,002081,金螳螂,0.1,0.8,17.16,212341.16,8.46,19.5091,25088.5961,9.4913,1.3697,262.8313,106.8629,3.3688,0.943,381.7603,19.49,12.7118,15.7904,18.163,9.589,15.1972,1.4911,1.4817,15.7684,5004.3708,40.8532,59.1468,0.0657,0.0495,0.7596,0.0837,8.4736,0
183,002120,韵达股份,0.15,1.6,28.84,269799.37,19.47,28.0179,13855.9897,8.0898,32.0855,11.22,314.5757,1.1444,1.8563,193.9342,38.7601,63.9276,119.6857,92.3593,22.1374,119.9058,1.5697,1.5637,29.6347,-20633.2939,63.8335,36.1665,0.2681,0.2054,1.4274,0.568,57.3319,0
184,002146,荣盛发展,0.12,1.74,24.89,756460.55,13.42,31.4642,56367.617,12.9635,30.4298,11.8305,0.3018,1192.8429,0.2874,1252.6096,45.6377,36.1487,23.7595,18.7913,31.8182,22.0797,1.3741,0.4879,19.6861,1463.7541,15.9642,84.0358,0.3107,0.0769,2.1157,0.0915,11.3525,0
185,002153,石基信息,0.09,0.43,6.83,46348.25,14.96,44.9063,3097.5194,2.9032,6.8345,52.6739,5.65,63.7168,0.5619,640.6834,4.604,27.6957,64.6499,50.692,10.2564,58.2287,5.3728,5.1162,445.1174,-280.8121,86.9387,13.0613,0.1612,0.0488,0.9202,0.3738,38.5365,0
186,002179,中航光电,0.15,1.22,17.81,95376.07,12.2,32.5618,7816.0187,9.8819,2.3705,151.8667,3.1921,112.7784,0.8378,429.6968,22.8583,16.5225,21.0485,32.4601,15.5819,23.665,1.9505,1.5967,48.6095,-20233.5909,49.4563,50.5437,0.0029,0.0017,0.0224,0.0034,0.4077,0
187,002202,金风科技,0.24,0.88,14.03,321660.39,11.19,25.9632,28730.6073,8.079,1.9267,186.84799999999998,4.6855,76.8328,0.8706,413.5079,14.3304,4.249,12.7801,11.7825,5.4112,10.0258,1.0417,0.8836,19.2729,484.8512,32.5391,67.4609,0.1088,0.0384,0.9521,0.0569,9.8902,0
188,002230,科大讯飞,0.4,0.27,6.94,54206.6,6.84,50.0261,7917.2219,3.7835,2.6649,135.0895,4.1001,87.8027,1.0553,341.1352,45.4119,28.9644,3.2599,14.7091,-18.1818,3.2831,1.3354,1.1566,46.4386,-3853.3617,53.6625,46.3375,0.145,0.075,1.8579,0.1619,19.7521,0
189,002236,大华股份,0.27,0.87,22.16,252942.65,10.68,37.1614,23665.6881,7.8948,2.6694,134.8618,5.0914,70.7075,1.2188,295.3725,25.5843,9.1639,21.8067,23.5176,6.0976,20.5641,1.6933,1.4517,37.71,-2151.5232,48.9676,51.0324,0.0404,0.0363,0.3682,0.071,7.602,0
190,002241,歌尔股份,0.4,0.27,5.73,86772.27,3.65,18.815,23750.5878,7.3188,3.5232,102.1798,5.8938,61.0811,1.755,205.1282,-6.9944,-59.9159,1.8252,11.9375,-60.2941,2.0586,1.0273,0.7635,17.7778,412.3734,51.0709,48.9291,0.0958,0.0765,2.6957,0.1564,16.9216,0
193,002294,信立泰,0.06,1.39,23.43,145822.33,31.34,79.7141,4651.8762,4.4472,5.6864,63.3089,1.7996,200.0445,1.3003,276.8592,11.9915,1.2319,11.5724,15.1568,0.0,10.0445,5.093999999999999,4.2484,95.5595,-41510.032999999996,86.9244,13.0756,0.2882,0.1696,0.9217,1.2971,198.5907,0
194,002304,洋河股份,0.48,5.39,25.95,811518.98,33.58,73.7033,24159.802000000003,16.0318,3475.0561,0.1036,0.4749,758.0543,0.7503,479.8081,21.2967,22.6105,14.0012,14.5767,22.3864,13.9911,2.2955,1.4066,30.3,-16540.1791,67.8409,32.1591,0.3749,0.1827,1.1159999999999999,0.5682,57.9513,0
195,002311,海大集团,0.2,0.9,20.21,143728.17,3.4,10.7718,42156.6288,26.6609,45.4171,7.9265,9.1437,39.3714,5.2113,69.0807,29.4871,20.9938,20.2868,31.9534,15.3846,19.634,1.3368,0.64,24.9789,906.2927,47.3574,52.6426,0.0246,0.0596,0.698,0.1133,14.9007,0
196,002411,延安必康,0.06,0.26,4.39,40419.38,4.78,25.3938,8446.8073,5.5125,3.3711,106.7901,10.0543,35.8056,1.3024,276.4128,57.3547,-52.7199,2.9386,3.5268,-54.7124,2.7636,0.6271,0.5558,14.1106,351.3874,46.4988,53.5012,0.0477,0.0196,0.9467,0.0366,4.2002,1
197,002415,海康威视,1.0,1.24,33.99,1135286.92,22.77,44.8534,49837.1325,5.401,3.182,113.1364,5.1537,69.8527,1.0142,354.9596,18.9275,21.3723,24.0491,23.101,20.3883,23.8226,2.1703,1.9386,108.9998,-2831.8094,59.8008,40.1992,0.1829,0.1436,0.8008,0.3571,36.8848,0
198,002422,科伦药业,0.16,0.85,9.81,121294.42,7.41,59.5631,16351.7902,11.3566,3.1025,116.0355,2.4159,149.0128,1.3491,266.8446,42.9984,56.2706,8.1925,4.9047,63.4615,8.1372,1.2169,0.9303,17.6028,311.1478,44.1544,55.8456,0.1806,0.1006,2.3302,0.1801,28.4747,0
199,002460,赣锋锂业,0.25,1.07,26.93,122328.69,24.44,36.104,5003.8829,3.8049,6.6289,54.3077,2.2679,158.7372,0.8017,449.0458,14.1541,-16.6621,97.3,69.028,-46.0441,96.2656,2.0653,1.5683,94.0016,1791.1358,58.9996,41.0004,0.1369,0.0507,0.5599,0.1236,17.8809,-1
200,002466,天齐锂业,0.2,1.93,22.97,220011.22,35.23,67.5969,6244.42,5.4677,13.8354,26.0202,3.8996,92.3172,1.0644,338.2187,14.1568,7.379,12.245,150.1922,-0.5155,11.7588,0.8817,0.7539,44.2947,871.6228,26.7447,73.2553,0.5797,0.0811,1.2908,0.1107,82.5113,0
201,002468,申通快递,0.04,1.34,26.39,204918.9,12.04,16.2401,17013.0034,11.1137,19.5412,18.4226,484.9747,0.7423,2.8319,127.1231,34.4132,37.9074,26.4084,34.6999,38.1443,25.9083,1.8886,1.8805,123.2837,-2324.8655,72.1871,27.8129,0.153,0.2193,1.2686,0.7886,79.7774,0
202,002475,立讯精密,1.08,0.66,17.95,272263.11,7.59,21.0475,35849.9642,8.7128,3.9372,91.4355,6.8963,52.2019,1.7726,203.0915,57.0569,60.9671,19.7484,35.5412,24.5283,19.7836,1.3434,1.0678,22.2347,1187.5213,45.7579,54.2421,0.0877,0.0862,1.1169,0.159,18.292,0
203,002594,比亚迪,0.4,0.93,4.96,278019.4,2.13,16.4003,130054.707,47.6715,2.5712,140.0124,4.7064,76.4916,1.1937,301.5833,22.7919,-27.6746,1.2284,9.2486,-33.5714,0.3529,0.9883,0.7625,11.1969,246.3294,31.1937,68.8063,0.0963,0.0644,3.5214,0.0935,10.7429,0
204,002601,龙蟒佰利,0.12,1.15,17.09,228572.87,21.89,41.2001,10440.5885,5.138,9.0621,39.7259,3.4971,102.9424,1.5411,233.5994,1.7848,-10.3766,-5.2512,0.3709,-8.0,-3.5988,0.8803,0.6152,22.9258,1271.536,60.3814,39.6186,0.1945,0.0971,0.8752,0.245,27.6405,0
205,002602,世纪华通,0.22,0.43,7.28,96226.31,11.84,38.2367,8123.9971,3.4795,8.1566,44.136,10.6991,33.6477,1.966,183.1129,132.7245,22.5451,172.3969,161.0951,-43.4211,174.5659,3.3809,3.117,176.2287,23454.2913,82.912,17.088,0.1145,0.0555,0.9672,0.325,52.8902,0
206,002607,中公教育,0.08,0.22,71.89,115288.74,18.48,59.0772,6236.9878,7.6029,149.9022,2.4016,7.4877,48.0788,2.2957,156.8149,-6.412999999999999,1532.5405,52.4001,55.6249,144.4444,54.4903,0.7395,0.7395,15.6265,-52888.7123,41.0153,58.9847,0.2257,0.1955,1.2212,0.3314,33.9154,1
207,002624,完美世界,0.18,1.3,20.41,170610.16,21.23,55.8122,8033.765,6.1102,4.5148,79.7378,1.9099,188.4915,0.764,471.2042,1.3109,20.5132,5.9428,-3.6577,14.0351,5.9638,2.7499,2.2037,107.8446,1241.4551,58.2597,41.7403,-0.0162,-0.0081,-0.0739,-0.0195,-3.3149,0
211,002739,万达电影,0.11,0.74,10.64,129463.15,9.18,30.3233,14088.1337,7.997999999999999,9.7999,36.7351,54.0234,6.6638,2.9459,122.2037,6.4913,-14.7162,7.6859,-0.1454,-43.0542,7.8152,0.6985,0.669,20.7455,665.9403,54.5641,45.4359,0.1244,0.0758,1.3556,0.1669,26.9488,-1
212,002773,康弘药业,0.08,1.04,18.42,69494.38,23.82,92.1676,2917.4451,4.3315,13.7102,26.2578,1.0678,337.1418,0.8485,424.2781,4.6994,7.8772,15.2536,13.273,7.8542,15.2536,5.5048,5.095,402.1383,-1636.5102,78.615,21.385,0.1203,0.0675,0.5049,0.3158,56.5972,0
213,002841,视源股份,0.05,1.55,34.1,100427.41,5.91,20.0707,16983.6898,25.9102,231.1575,1.5574,10.2502,35.1213,3.5828,100.4801,56.2781,53.7874,39.747,41.3475,-9.8837,35.6992,1.5986,1.1352,95.4502,5471.7651,50.3423,49.6577,0.105,0.2547,1.6801,0.5129,53.1042,0
214,002916,深南电路,0.13,2.49,20.38,69725.24,9.17,23.1296,7602.1417,27.1505,6.297000000000001,57.1701,4.9224,73.1351,1.8867,190.8093,33.6772,55.5908,17.5416,14.5367,16.9014,17.5094,1.2067,0.8232,18.7832,1454.3127,43.6788,56.3212,0.1156,0.1031,1.2589,0.1831,25.4014,0
215,002938,鹏鼎控股,0.09,1.3,19.75,277122.15,10.71,23.1919,25854.7803,11.1856,4.2997,83.7268,8.5206,42.2505,1.6675,215.8921,8.0848,51.6549,45.6294,17.7683,39.7849,45.6294,1.7457,1.5091,77.5276,4301.9685,65.3944,34.6056,0.2402,0.22699999999999998,2.2408,0.6559999999999999,65.917,0
216,300003,乐普医疗,0.25,0.68,19.13,121869.29,19.17,72.7484,6356.3048,3.5676,3.5295,101.9975,2.3282,154.6259,1.1701,307.666,40.0794,26.2855,-6.2499,18.1583,35.3651,-1.0582,1.1256,0.9706,48.7046,752.4976,43.5911,56.4089,0.2361,0.0993,1.1957,0.17600000000000002,29.6003,0
217,300015,爱尔眼科,0.37,0.43,18.55,100893.73,12.59,46.9967,8008.5740000000005,3.3601,11.4718,31.3813,13.4146,26.8364,2.3189,155.246,34.3079,34.4477,9.11,3.3689999999999998,-14.0202,9.1395,1.5803,1.4044,63.1841,3163.0271,62.0215,37.9785,0.1748,0.1454,1.3134,0.3829,68.5706,0
218,300017,网宿科技,0.12,0.33,9.67,80415.15,12.68,33.2379,6337.4606,2.6049,4.0687,88.4803,189.3475,1.9013,1.1883,302.9538,17.9574,-2.3653,8.9132,16.3447,-2.9412,9.0597,2.3568,2.3481,89.5698,-1104.6563,72.7243,27.2757,0.11599999999999999,0.0616,0.9218,0.2257,28.392,0
219,300024,机器人,0.12,0.29,7.3,44935.09,14.51,31.4671,3094.7269,1.9834,2.8747,125.2305,0.8386,429.2869,0.4788,751.8797,26.0548,2.5703,4.9108,12.9777,3.9336,4.8518,2.8233,1.6715,82.7385,1725.1893,66.2712,33.7288,0.0177,0.0057,0.1201,0.017,2.22,0
221,300059,东方财富,0.6,0.19,6.32,95869.54,73.2,71.6447,1309.5807,0.2533,4.4601,80.7157,2.5791,139.5836,0.037000000000000005,9729.7297,17.7324,50.9376,6.9125,-4.8603,24.8656,6.9313,1.7819,1.7744,58.7604,816.4084,39.4244,60.5756,2.0368,0.067,2.7836,0.1106,13.8283,1
222,300070,碧水源,0.12,0.4,6.69,124451.95,10.8,29.8139,11517.8094,3.6558,2.2013,163.5397,5.266,68.3631,0.6809,528.712,-16.3393,-47.8447,9.8873,24.2199,-50.0,4.0754,0.9068,0.8201,30.7473,343.4161,38.5368,61.4632,0.1133,0.023,0.9655,0.0375,6.3375,0
223,300122,智飞生物,0.21,0.91,40.78,145136.65,27.75,54.7668,5228.3077,3.2676,3.9072,92.1376,1.9609999999999999,183.5798,1.515,237.6238,289.4257,235.7504,42.3269,65.8633,235.963,42.3269,1.8207,1.117,30.3453,9414.7218,61.3919,38.6081,0.11199999999999999,0.086,0.4035,0.2227,23.0948,0
224,300124,汇川技术,0.23,0.71,19.99,116689.84,19.86,41.8118,5874.3578,3.5299,3.4674,103.8242,2.9788,120.854,0.7956,452.4887,22.9641,10.7531,14.1354,14.1728,9.2308,15.0354,2.1872,1.8279,14.6626,-9936.4749,63.2643,36.7357,0.0802,0.0456,0.3899,0.1242,13.3984,0
225,300136,信维通信,0.25,1.01,30.55,98780.04,20.98,36.5115,4706.9094,4.8246,2.688,133.9286,6.8059,52.8953,1.2506,287.8618,37.0372,11.1477,33.2571,35.3195,10.8799,33.4323,1.8323,1.579,44.3565,2576.3668,51.3379,48.6621,0.1294,0.0844,0.6153,0.1734,28.8367,0
227,300144,宋城演艺,0.17,0.89,16.38,128718.65,40.08,66.42699999999999,3211.1928,2.2106,64.0415,5.6214,289.8845,1.2419,1.2579,286.1913,6.1962,19.479,29.5629,23.5586,21.9178,15.5617,2.5056,2.5026,138.711,-141848.5977,89.5654,10.4346,0.513,0.1523,1.2894,1.4594,147.4183,0
228,300347,泰格医药,0.29,0.94,17.52,47218.39,20.52,43.107,2300.6597,4.5996,3.2573,110.521,4912.2121,0.0733,1.5604,230.7101,36.3731,52.5702,7.6328,19.4415,56.8627,6.5926,1.3265,1.3261,58.2875,8298.1438,70.8951,29.1049,0.22699999999999998,0.122,1.0305,0.4193,43.208999999999996,0
229,300408,三环集团,0.18,0.76,19.95,131872.93,35.16,54.1978,3750.0729,2.1509,3.8743,92.92,2.5873,139.1412,0.7299,493.2182,19.8182,21.8994,18.3198,14.1587,20.6349,18.5558,5.0395,4.398,86.7343,9071.6654,82.7485,17.2515,0.4105,0.1814,1.1631,1.0515,143.6707,0
230,300413,芒果超媒,0.18,0.92,17.43,86556.85,8.95,37.0356,9660.6614,9.758,12.4136,29.0005,5.3159,67.7214,1.8124,198.6316,223.7747,1354.3448,230.041,432.5368,411.1111,235.8889,1.4023,1.0439,40.884,-3813.4158,46.8506,53.1494,-0.039,-0.0311,-0.4064,-0.0586,-6.0996,1
231,300433,蓝思科技,0.2,0.16,3.79,63700.74,2.29,22.6308,27717.4968,7.0585,4.6468,77.4727,8.6288,41.7207,1.9276,186.7607,16.9368,-70.3121,1.7309999999999999,20.7651,-79.4872,1.9422,0.7201,0.582,22.492,250.8387,39.6084,60.3916,0.1758,0.113,8.113999999999999,0.1871,24.3747,0
232,300498,温氏股份,0.9,0.75,11.89,395743.53,6.91,16.8531,57235.997,10.7711,331.6113,1.0856,3.9303,91.5961,2.76,130.4348,2.8367,-39.1898,6.6057,10.0132,-41.9193,5.9845,1.6414,0.6709999999999999,13.5349,4351.5357,65.9379,34.0621,0.1135,0.1204,1.5259,0.3534,48.894,0
